RP11-34P13.7
TMEM57
LDLRAP1
MAN1C1
RP1-187B23.1
SEPN1
RP1-317E23.3
MTFR1L
AUNIP
RP1-125I3.2
PAQR7
STMN1
PAFAH2
EXTL1
SLC30A2
PDIK1L
FAM110D
RP11-96L14.7
ZNF593
CNKSR1
CEP85
SH3BGRL3
UBXN11
CD52
AIM1L
ZNF683
DHDDS
RP3-476K8.3
HMGN2
RPS6KA1
RP5-968P14.2
ARID1A
PIGV
ZDHHC18
SFN
GPN2
GPATCH3
NUDC
KDF1
TRNP1
FAM46B
SLC9A1
WDTC1
TMEM222
SYTL1
MAP3K6
FCN3
CD164L2
GPR3
WASF2
RP1-159A19.4
AHDC1
FGR
RP11-288L9.1
IFI6
FAM76A
STX12
PPP1R8
THEMIS2
RPA2
SMPDL3B
XKR8
EYA3
PTAFR
DNAJC8
ATPIF1
RP5-1092A3.4
SESN2
MED18
PHACTR4
RCC1
TRNAU1AP
SNHG12
TAF12
RAB42
RP11-442N24--B.1
RNU11
GMEB1
YTHDF2
OPRD1
EPB41
TMEM200B
SRSF4
MECR
PTPRU
MATN1
MATN1-AS1
LAPTM5
RP5-1125N11.2
SDC3
PUM1
NKAIN1
SNRNP40
ZCCHC17
FABP3
SERINC2
TINAGL1
PEF1
RP11-73M7.6
RP11-73M7.9
COL16A1
ADGRB2
SPOCD1
RP11-84A19.2
RP11-84A19.4
PTP4A2
RP4-534N18.2
KHDRBS1
RP11-277A4.4
TMEM39B
KPNA6
TXLNA
CCDC28B
RP4-622L5.7
IQCC
DCDC2B
TMEM234
EIF3I
FAM167B
LCK
HDAC1
MARCKSL1
TSSK3
FAM229A
BSDC1
ZBTB8B
ZBTB8A
ZBTB8OS
RBBP4
SYNC
RP11-114B7.6
KIAA1522
YARS
S100PBP
FNDC5
HPCA
TMEM54
RNF19B
AK2
AZIN2
TRIM62
ZNF362
RP11-415J8.3
PHC2
RP11-415J8.5
ZSCAN20
CSMD2
SMIM12
GJB5
GJB4
GJB3
GJA4
DLGAP3
RP11-244H3.4
ZMYM6NB
ZMYM6
ZMYM1
SFPQ
ZMYM4
KIAA0319L
NCDN
RP4-728D4.2
TFAP2E
PSMB2
C1orf216
CLSPN
AGO4
AGO1
AGO3
TEKT2
ADPRHL2
COL8A2
TRAPPC3
MAP7D1
THRAP3
SH3D21
EVA1B
RP11-268J15.5
STK40
LSM10
OSCP1
MRPS15
CSF3R
GRIK3
LINC01137
ZC3H12A
MEAF6
SNIP1
DNALI1
GNL2
RSPO1
C1orf109
CDCA8
EPHA10
MANEAL
YRDC
C1orf122
MTF1
INPP5B
RP11-109P14.10
SF3A3
FHL3
UTP11L
POU3F1
RRAGC
RP5-864K19.4
MYCBP
RHBDL2
AKIRIN1
NDUFS5
MACF1
RP11-69E11.4
PABPC4
HEYL
HPCAL4
PPIE
BMP8B
OXCT2
TRIT1
MYCL
MFSD2A
CAP1
PPT1
RLF
RP1-39G22.7
ZMPSTE24
COL9A2
SMAP2
ZFP69B
ZFP69
RP11-656D10.3
EXO5
ZNF684
RIMS3
NFYC-AS1
NFYC
KCNQ4
CITED4
CTPS1
SLFNL1-AS1
SLFNL1
SCMH1
RP11-399E6.1
FOXO6
RP11-399E6.4
EDN2
HIVEP3
FOXJ3
RIMKLA
ZMYND12
PPCS
CCDC30
PPIH
RP5-994D16.3
YBX1
CLDN19
P3H1
C1orf50
SVBP
ERMAP
RP11-342M1.3
ZNF691
SLC2A1
SLC2A1-AS1
FAM183A
EBNA1BP2
CFAP57
TMEM125
C1orf210
TIE1
RP1-92O14.3
CDC20
ELOVL1
MED8
SZT2
HYI
HYI-AS1
PTPRF
KDM4A
KDM4A-AS1
ST3GAL3
ARTN
RP11-7O11.3
IPO13
DPH2
ATP6V0B
B4GALT2
CCDC24
SLC6A9
RP5-1198O20.4
DMAP1
ERI3
RNF220
TMEM53
C1orf228
KIF2C
RPS8
BEST4
PLK3
BTBD19
PTCH2
EIF2B3
HECTD3
UROD
ZSWIM5
LINC01144
MUTYH
TOE1
TESK2
CCDC163P
MMACHC
PRDX1
AKR1A1
NASP
CCDC17
GPBP1L1
TMEM69
IPP
MAST2
PIK3R3
RP4-533D7.4
TSPAN1
POMGNT1
LURAP1
RAD54L
LRRC41
UQCRH
NSUN4
FAAH
DMBX1
MKNK1
MOB3C
ATPAF1
EFCAB14
CYP4B1
CYP4A11
CYP4X1
CYP4Z1
CYP4A22-AS1
LINC00853
PDZK1IP1
TAL1
STIL
CMPK1
LINC01389
FOXD2-AS1
FOXD2
TRABD2B
SLC5A9
RP5-1024N4.4
SPATA6
AGBL4
BEND5
ELAVL4
RP11-567C20.2
DMRTA2
FAF1
CDKN2C
C1orf185
LINC01562
RNF11
TTC39A
TTC39A-AS1
EPS15
OSBPL9
NRDC
RP4-657D16.3
RP4-657D16.6
RAB3B
TXNDC12
KTI12
BTF3L4
ZFYVE9
CC2D1B
RP11-155O18.6
ORC1
PRPF38A
ZCCHC11
GPX7
FAM159A
COA7
ZYG11B
ZYG11A
ECHDC2
SCP2
PODN
RP11-334A14.5
SLC1A7
RP11-334A14.8
CPT2
RP5-1024G6.2
C1orf123
RP5-1024G6.7
MAGOH
RP5-1024G6.5
LRP8
RP4-784A16.5
RP11-117D22.2
GLIS1
NDC1
YIPF1
DIO1
HSPB11
LRRC42
LDLRAD1
TMEM59
TCEANC2
CYB5RL
MRPL37
SSBP3
SSBP3-AS1
ACOT11
FAM151A
MROH7
TTC4
PARS2
TTC22
DHCR24
RP11-67L3.4
TMEM61
PCSK9
USP24
RP11-90C4.1
RP11-504A18.1
PLPP3
PRKAA2
C1orf168
DAB1
OMA1
TACSTD2
MYSM1
JUN
LINC01135
RP4-794H19.1
LINC01358
RP11-145M4.2
FGGY
HOOK1
CYP2J2
C1orf87
RP11-776H12.1
RP11-436K8.1
NFIA
NFIA-AS2
TM2D1
RP11-430G17.3
INADL
L1TD1
KANK4
USP1
DOCK7
RP11-230B22.1
ATG4C
FOXD3-AS1
ALG6
ITGB3BP
EFCAB7
PGM1
ROR1
CACHD1
RAVER2
JAK1
RP4-535B20.4
AK4
DNAJC6
LEPROT
LEPR
PDE4B
SGIP1
RP4-598P13.1
TCTEX1D1
INSL5
WDR78
MIER1
SLC35D1
IL23R
IL12RB2
SERBP1
GADD45A
GNG12
GNG12-AS1
DIRAS3
WLS
DEPDC1
LRRC7
LRRC40
SRSF11
ANKRD13C
HHLA3
CTH
RP11-42O15.3
PTGER3
RP3-333A15.1
ZRANB2-AS1
ZRANB2
NEGR1
LRRIQ3
FPGT
FPGT-TNNI3K
RP11-439H8.4
ERICH3
RP11-17E13.2
CRYZ
TYW3
SLC44A5
ACADM
RABGGTB
ST6GALNAC3
RP5-1102E8.3
ST6GALNAC5
PIGK
AK5
ZZZ3
USP33
FAM73A
NEXN-AS1
NEXN
FUBP1
DNAJB4
GIPC2
RP11-386I14.4
PTGFR
IFI44L
IFI44
ADGRL4
RP5-887A10.1
ADGRL2
RP5-837I24.4
RP11-475O6.1
TTLL7
RP11-486G15.2
PRKACB
SAMD13
DNASE2B
RPF1
GNG5
CTBS
SSX2IP
LPAR3
MCOLN2
WDR63
MCOLN3
SYDE2
C1orf52
BCL10
RP11-131L23.1
DDAH1
RP4-621F18.2
CYR61
ZNHIT6
COL24A1
ODF2L
CLCA2
RP4-612B15.3
SH3GLB1
SEP15
HS2ST1
RP5-1052I5.2
LINC01140
LMO4
PKN2-AS1
PKN2
GTF2B
CCBL2
RBMXL1
GBP3
GBP1
GBP2
GBP7
GBP4
GBP5
GBP6
LRRC8B
FLJ27354
LRRC8C
RP5-943J3.2
LRRC8D
ZNF326
RP4-665J23.1
RP4-665J23.2
ZNF644
HFM1
CDC7
TGFBR3
BRDT
EPHX4
SETSIP
BTBD8
KIAA1107
GLMN
RPAP2
GFI1
EVI5
RPL5
FAM69A
MTF2
TMED5
CCDC18
DR1
FNBP1L
BCAR3
RP5-1033H22.2
RP4-561L24.3
DNTTIP2
GCLM
ABCA4
ARHGAP29
RP11-148B18.1
ABCD3
F3
SLC44A3
CNN3
RP4-639F20.1
ALG14
TMEM56
TMEM56-RWDD3
RP11-57H12.3
RWDD3
RP11-286B14.1
RP11-147C23.1
PTBP2
DPYD
SNX7
PLPPR4
RP11-413P11.1
PALMD
FRRS1
AGL
RP5-884G6.2
SLC35A3
MFSD14A
SASS6
TRMT13
LRRC39
DBT
RTCA-AS1
RTCA
CDC14A
GPR88
VCAM1
EXTL2
RP4-549L20.3
SLC30A7
DPH5
RP11-421L21.2
RP11-421L21.3
RP4-575N6.4
S1PR1
RP11-411H5.1
COL11A1
RNPC3
AMY2B
RP5-947P14.1
PRMT6
NTNG1
VAV3
VAV3-AS1
RP11-356N1.2
SLC25A24
RP11-483I13.5
FAM102B
HENMT1
PRPF38B
FNDC7
STXBP3
AKNAD1
RP11-475E11.9
SPATA42
GPSM2
CLCC1
WDR47
TAF13
RP5-1065J22.8
TMEM167B
SCARNA2
C1orf194
KIAA1324
SARS
CELSR2
PSRC1
SORT1
PSMA5
SYPL2
ATXN7L2
CYB561D1
AMIGO1
GNAI3
AMPD2
GSTM4
GSTM2
GSTM5
RP4-735C1.4
GSTM3
EPS8L3
CSF1
AHCYL1
STRIP1
RP4-773N10.4
ALX3
UBL4B
KCNC4-AS1
KCNC4
RP5-1074L1.1
RBM15
SLC16A4
RP5-1074L1.4
LAMTOR5
KCNA2
RP11-284N8.3
KCNA3
CD53
LRIF1
RP11-96K19.5
DRAM2
CEPT1
RP5-1180E21.4
RP5-1180E21.5
DENND2D
CHI3L2
PIFO
OVGP1
WDR77
ATP5F1
C1orf162
TMIGD3
ADORA3
RAP1A
LINC01160
FAM212B
DDX20
KCND3
RP11-88H9.2
RP5-965F6.2
CTTNBP2NL
WNT2B
RP4-671G15.2
ST7L
CAPZA1
MOV10
RP11-426L16.3
RHOC
PPM1J
RP11-426L16.9
FAM19A3
LINC01356
RP3-522D1.1
SLC16A1
SLC16A1-AS1
RP11-31F15.2
LRIG2
MAGI3
PHTF1
RSBN1
PTPN22
AP4B1-AS1
BCL2L15
AP4B1
DCLRE1B
HIPK1-AS1
HIPK1
OLFML3
SYT6
TRIM33
BCAS2
DENND2C
AMPD1
NRAS
CSDE1
SIKE1
TSPAN2
NGF
VANGL1
CASQ2
NHLH2
SLC22A15
RP11-159M11.2
MAB21L3
RP5-1185H19.2
ATP1A1
RP4-655J12.4
RP5-1086K13.1
CD58
IGSF3
CD2
RP4-753F5.1
PTGFRN
CD101
RP11-27K13.3
TTF2
TRIM45
VTCN1
RP11-188D8.1
MAN1A2
FAM46C
GDAP2
WDR3
SPAG17
TBX15
RP4-712E4.1
WARS2
WARS2-IT1
RP11-418J17.1
RP5-834N19.1
HAO2
HSD3B2
ZNF697
PHGDH
HMGCS2
REG4
ADAM30
NOTCH2
SEC22B
AC253572.1
NBPF26
LINC00623
FCGR1B
FAM72B
SRGAP2C
CH17-437K3.1
RP11-344P13.4
RP11-403I13.5
RP11-403I13.7
RP5-998N21.4
FAM72C
RP11-14N7.2
RP11-763B22.4
NBPF15
SRGAP2B
FAM72D
AC241585.2
CH17-373J23.1
RP11-89F3.2
NBPF20
GPR89A
PDZK1
CD160
RNF115
POLR3C
NUDT17
PIAS3
ANKRD35
ITGA10
PEX11B
RBM8A
RP11-315I20.1
LIX1L
ANKRD34A
POLR3GL
TXNIP
NBPF10
NOTCH2NL
CH17-353B19.1
NBPF12
RP4-704D21.2
PRKAB2
RP11-337C18.8
FMO5
CHD1L
BCL9
ACP6
GJA5
GJA8
GPR89B
RP11-94I2.4
NBPF11
RP4-565E6.1
XXyac-YX155B6.5
LINC01138
RP11-495P10.1
AC245100.1
PPIAL4G
NBPF14
PDE4DIP
RP4-791M13.3
NBPF9
CH17-189H20.1
RP11-326G21.1
NBPF19
LINC00869
FAM231D
FCGR1A
HIST2H2BF
RP11-196G18.3
HIST2H4A
HIST2H2BE
RP11-196G18.24
HIST2H2AA4
HIST2H4B
RP11-196G18.23
HIST2H2AC
HIST2H2AB
BOLA1
SV2A
SF3B4
MTMR11
OTUD7B
VPS45
PLEKHO1
ANP32E
APH1A
C1orf54
CIART
MRPS21
PRPF3
RPRD2
TARS2
ECM1
FALEC
RP11-54A4.2
ADAMTSL4
MCL1
ENSA
GOLPH3L
HORMAD1
CTSS
CTSK
ARNT
SETDB1
CERS2
RP11-316M1.3
ANXA9
FAM63A
PRUNE
BNIPL
C1orf56
CDC42SE1
MLLT11
GABPB2
SEMA6C
TNFAIP8L2
SCNM1
LYSMD1
TMOD4
VPS72
PIP5K1A
PSMD4
RP11-126K1.2
ZNF687
PI4KB
RFX5
RP11-126K1.6
SELENBP1
PSMB4
POGZ
CGN
TUFT1
RP11-404E16.1
SNX27
RIIAD1
MRPL9
OAZ3
RP11-98D18.16
TDRKH
RP11-98D18.9
RP11-98D18.17
RORC
C2CD4D
THEM4
S100A10
S100A11
TCHH
FLG-AS1
RP11-107M16.2
S100A9
S100A12
S100A8
S100A7
BX470102.3
S100A6
S100A5
S100A4
S100A3
S100A2
S100A16
S100A14
S100A13
S100A1
RP1-178F15.4
CHTOP
SNAPIN
ILF2
NPR1
INTS3
SLC27A3
GATAD2B
DENND4B
CRTC2
SLC39A1
RP11-422P24.12
RP11-422P24.10
CREB3L4
JTB
RP11-422P24.11
RAB13
RPS27
NUP210L
TPM3
C1orf43
UBAP2L
HAX1
ATP8B2
RP11-350G8.5
IL6R
SHE
TDRD10
UBE2Q1
CHRNB2
ADAR
KCNN3
PMVK
RP11-307C12.13
PBXIP1
PYGO2
RP11-307C12.12
SHC1
CKS1B
FLAD1
ZBTB7B
DCST2
DCST1
RP11-307C12.11
ADAM15
EFNA4
EFNA3
EFNA1
SLC50A1
DPM3
KRTCAP2
TRIM46
MUC1
RP11-263K19.4
THBS3
MTX1
GBA
FAM189B
SCAMP3
CLK2
HCN3
FDPS
RUSC1-AS1
RUSC1
ASH1L
ASH1L-AS1
RP11-29H23.4
MSTO1
YY1AP1
DAP3
GON4L
SYT11
RIT1
KIAA0907
ARHGEF2
RP11-336K24.12
SSR2
UBQLN4
LAMTOR2
RAB25
MEX3A
LMNA
SEMA4A
SLC25A44
PMF1-BGLAP
PMF1
BGLAP
PAQR6
SMG5
TMEM79
GLMP
VHLL
CCT3
TSACC
C1orf61
RP11-98G7.1
MEF2D
RP11-284F21.8
TTC24
APOA1BP
GPATCH4
AL365181.2
RP11-284F21.11
HAPLN2
RP11-284F21.9
BCAN
NES
RP11-66D17.3
CRABP2
RP11-66D17.5
ISG20L2
RRNAD1
MRPL24
HDGF
PRCC
SH2D2A
NTRK1
INSRR
PEAR1
LRRC71
ARHGEF11
ETV3L
ETV3
FCRL5
FCRL4
FCRL3
FCRL2
FCRL1
KIRREL
RP11-404O13.1
CD1D
RP11-404O13.5
CD1A
CD1C
CD1B
CD1E
OR10K2
OR10K1
MNDA
PYHIN1
IFI16
AIM2
CADM3
CADM3-AS1
ACKR1
FCER1A
RP11-180D21.3
DUSP23
FCRL6
SLAMF8
C1orf204
VSIG8
RP11-190A12.8
CFAP45
TAGLN2
IGSF9
SLAMF9
LINC01133
PIGM
IGSF8
ATP1A2
ATP1A4
CASQ1
RP11-536C5.7
PEA15
DCAF8
RP11-574F21.3
RP11-574F21.2
PEX19
COPA
NCSTN
NHLH1
VANGL2
SLAMF6
CD84
SLAMF1
RP11-404F10.2
CD48
SLAMF7
LY9
CD244
RP11-544M22.1
F11R
TSTD1
USF1
ARHGAP30
PVRL4
KLHDC9
PFDN2
NIT1
DEDD
UFC1
RP11-297K8.2
USP21
PPOX
B4GALT3
ADAMTS4
NDUFS2
FCER1G
TOMM40L
NR1I3
PCP4L1
MPZ
SDHC
CFAP126
FCGR2A
HSPA6
FCGR3A
FCGR3B
FCGR2B
FCRLA
FCRLB
DUSP12
RP11-474I16.8
ATF6
OLFML2B
NOS1AP
C1orf226
SH2D1B
UHMK1
RP11-359K18.3
UAP1
DDR2
HSD17B7
CCDC190
RGS4
RGS5
RGS5.1
NUF2
PBX1
RP11-506O24.1
LMX1A
RP11-306I1.2
MGST3
ALDH9A1
TMCO1
RP11-466F5.8
UCK2
RP11-525G13.2
FAM78B
RP11-479J7.2
RP11-276E17.2
POGK
TADA1
ILDR2
GPA33
LINC01363
RP11-277B15.3
POU2F1
CD247
RP11-104L21.3
CREG1
RP3-455J7.4
RCSD1
MPZL1
MPC2
DCAF6
GPR161
TIPRL
SFT2D2
TBX19
RP5-968D22.1
XCL2
XCL1
DPT
LINC00970
ATP1B1
NME7
BLZF1
CCDC181
SLC19A2
RP1-206D15.6
F5
SELP
C1orf112
SELL
SELE
METTL18
SCYL3
KIFAP3
RP11-297H3.3
LINC01142
RP11-576I22.2
GORAB
PRRX1
RP1-79C4.4
FMO3
FMO2
RP1-45C12.1
FMO1
FMO4
PRRC2C
MYOC
VAMP4
METTL13
DNM3
DNM3OS
PIGC
SUCO
FASLG
RP1-15D23.2
TNFSF18
TNFSF4
RP11-296O14.3
PRDX6
ANKRD45
KLHL20
CENPL
DARS2
GAS5-AS1
ZBTB37
RC3H1
RP11-160H22.3
RP11-160H22.5
RABGAP1L
CACYBP
MRPS14
TNN
KIAA0040
TNR
RP11-318C24.2
RFWD2
RP11-195C7.1
PAPPA2
ASTN1
BRINP2
RP1-35C21.2
SEC16B
RASAL2-AS1
RASAL2
C1orf220
RP5-1098D14.1
RALGPS2
ANGPTL1
FAM20B
TOR3A
ABL2
SOAT1
AXDND1
TDRD5
TOR1AIP2
RP11-533E19.7
TOR1AIP1
RP11-533E19.5
CEP350
QSOX1
LHX4
ACBD6
XPR1
KIAA1614
RP11-46A10.5
KIAA1614-AS1
STX6
MR1
IER5
CACNA1E
RP11-538D16.3
LINC01344
GLUL
RGSL1
RNASEL
RGS16
RP11-317P15.4
NPL
DHX9
LAMC1
LAMC2
NMNAT2
SMG7
NCF2
ARPC5
RGL1
COLGALT2
TSEN15
C1orf21
EDEM3
FAM129A
RNF2
TRMT1L
SWT1
IVNS1ABP
GS1-279B7.2
HMCN1
TPR
C1orf27
OCLM
RP11-295K2.3
PDC
PTGS2
PACERR
PLA2G4A
LINC01036
LINC01037
RP11-445P19.3
BRINP3
LINC01351
RGS18
RP5-1011O1.3
RGS1
RGS13
RGS2
UCHL5
TROVE2
RP11-101E13.5
GLRX2
CDC73
B3GALT2
LINC01031
RP11-563D10.1
RP11-476B1.1
KCNT2
CFH
CFHR1
CFHR4
ASPM
ZBTB41
CRB1
DENND1B
C1orf53
LHX9
NEK7
RP11-553K8.2
PTPRC
MIR181A1HG
NR5A2
RP11-532L16.3
LINC00862
ZNF281
RP11-469A15.2
KIF14
DDX59
CAMSAP2
C1orf106
KIF21B
RP11-168O16.1
TMEM9
IGFN1
PKP1
TNNT2
LAD1
TNNI1
PHLDA3
CSRP1
RP11-134G8.7
RP11-134G8.5
NAV1
IPO9-AS1
RP11-90L20.2
IPO9
SHISA4
RP11-307B6.3
LMOD1
TIMM17A
RNPEP
RP11-465N4.5
RP11-465N4.4
ELF3
GPR37L1
ARL8A
PTPN7
LGR6
UBE2T
PPP1R12B
SYT2
RP11-569A11.1
KDM5B
PCAT6
RABIF
KLHL12
ADIPOR1
CYB5R1
TMEM183A
PPFIA4
ADORA1
CHI3L1
LINC01353
LINC01136
BTG2
FMOD
PRELP
ATP2B4
LAX1
ZC3H11A
ZBED6
SNRPE
SOX13
ETNK2
REN
KISS1
GOLT1A
PLEKHA6
LINC00628
RP11-739N20.2
PPP1R15B
PIK3C2B
MDM4
RP11-430C7.4
LRRN2
RP11-430C7.5
NFASC
TMEM81
RBBP5
DSTYK
TMCC2
NUAK2
KLHDC8A
LEMD1
CDK18
MFSD4
ELK4
SLC45A3
NUCKS1
RAB29
SLC41A1
PM20D1
RAB7B
C1orf186
FAM72A
SRGAP2
IKBKE
RP11-534L20.5
RASSF5
EIF2D
RP11-343H5.6
DYRK3
MAPKAPK2
IL10
IL19
IL20
IL24
FCMR
PIGR
C1orf116
PFKFB2
YOD1
C4BPB
C4BPA
CD55
CR2
CR1
CR1L
CD46
C1orf132
RP11-328D5.1
CD34
PLXNA2
CAMK1G
LAMB3
RP1-28O10.1
G0S2
HSD11B1
TRAF3IP3
C1orf74
IRF6
DIEXF
SYT14
SERTAD4-AS1
SERTAD4
HHAT
RCOR3
TRAF5
LINC00467
SLC30A1
NEK2
RP11-122M14.1
LPGAT1
RP11-552D8.1
INTS7
DTL
RP11-15I11.3
PPP2R5A
RP11-384C4.7
TMEM206
NENF
RP11-61J19.5
ATF3
FAM71A
BATF3
NSL1
TATDN3
FLVCR1-AS1
FLVCR1
VASH2
ANGEL2
RPS6KC1
PROX1
SMYD2
PTPN14
CENPF
KCNK2
KCTD3
ESRRG
GPATCH2
SPATA17
RRP15
TGFB2-AS1
TGFB2
C1orf143
LYPLAL1-AS1
LYPLAL1
RP11-392O17.2
RP11-392O17.1
RP11-95P13.1
SLC30A10
EPRS
BPNT1
IARS2
RAB3GAP2
MARK1
C1orf115
MARC2
MARC1
RP11-295M18.6
LINC01352
HLX-AS1
HLX
C1orf140
DUSP10
RP11-400N13.3
RP11-378J18.9
HHIPL2
TAF1A
TAF1A-AS1
MIA3
RP11-378J18.8
AIDA
BROX
FAM177B
RP11-452F19.3
DISP1
TLR5
SUSD4
CAPN8
CAPN2
TP53BP2
FBXO28
DEGS1
RP11-365O16.6
NVL
CNIH4
WDR26
CNIH3
DNAH14
LBR
ENAH
RP11-145A3.1
SRP9
EPHX1
RP11-285F7.2
TMEM63A
LEFTY1
PYCR2
LEFTY2
SDE2
H3F3A
RP11-396C23.2
ACBD3
RP11-275I14.4
MIXL1
LIN9
PARP1
C1orf95
ITPKB
ITPKB-AS1
PSEN2
ADCK3
CDC42BPA
CTD-2090I13.1
ZNF678
SNAP47
JMJD4
PRSS38
WNT9A
ARF1
C1orf35
MRPL55
GUK1
GJC2
IBA57-AS1
IBA57
C1orf145
OBSCN
RP5-1139B12.2
TRIM11
TRIM17
HIST3H2A
HIST3H2BB
RNF187
RHOU
RP5-1065P14.3
RP5-1061H20.4
RAB4A
RP4-803J11.2
CCSAP
NUP133
ABCB10
TAF5L
URB2
RP11-552D4.1
GALNT2
PGBD5
COG2
AGT
CAPN9
C1orf198
RP5-858B6.3
TTC13
ARV1
FAM89A
C1orf131
GNPAT
EXOC8
SPRTN
EGLN1
RP11-295G20.2
TSNAX-DISC1
TSNAX
DISC1
SIPA1L2
MAP10
NTPCR
PCNXL2
RP5-862P8.2
KCNK1
SLC35F3
RP5-827C21.4
COA6
TARBP1
LINC01354
IRF2BP2
RP4-781K5.2
LINC01132
RP11-443B7.2
RP11-443B7.1
RP4-597N16.4
TOMM20
RBM34
ARID4B
GGPS1
TBCE
B3GALNT2
GNG4
LYST
NID1
GPR137B
ERO1B
EDARADD
LGALS8
LGALS8-AS1
RP11-385F5.5
HEATR1
MTR
MT1HL1
RYR2
MTRNR2L11
LINC01139
RP11-177F15.1
RP11-544D21.2
CHRM3
CHRM3-AS2
